Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Net_Close,Net_High
2021-01-08,25.059999465942383,28.3700008392334,23.799999237060547,26.389999389648438,26.389999389648438,97428200,MARA,1.3299999237060547,3.3100013732910156
2021-01-11,20.0,25.440000534057617,19.600000381469727,23.360000610351562,23.360000610351562,93551100,MARA,3.3600006103515625,5.440000534057617
2021-01-12,24.0,26.920000076293945,22.809999465942383,26.149999618530273,26.149999618530273,57414200,MARA,2.1499996185302734,2.9200000762939453
2021-01-13,22.389999389648438,23.65999984741211,21.649999618530273,23.0,23.0,69463000,MARA,0.6100006103515625,1.2700004577636719
2021-01-14,25.90999984741211,26.549999237060547,23.729999542236328,24.440000534057617,24.440000534057617,55343600,MARA,-1.4699993133544922,0.6399993896484375
2021-01-15,23.100000381469727,23.670000076293945,21.850000381469727,22.389999389648438,22.389999389648438,33851100,MARA,-0.7100009918212891,0.5699996948242188
2021-01-19,23.81999969482422,23.93000030517578,22.040000915527344,22.350000381469727,22.350000381469727,28223700,MARA,-1.4699993133544922,0.1100006103515625
2021-01-20,21.110000610351562,21.3799991607666,17.59000015258789,19.270000457763672,19.270000457763672,45124100,MARA,-1.8400001525878906,0.26999855041503906
2021-01-21,16.450000762939453,19.100000381469727,15.720000267028809,17.559999465942383,17.559999465942383,51838200,MARA,1.1099987030029297,2.6499996185302734
2021-01-22,18.770000457763672,19.850000381469727,17.950000762939453,18.299999237060547,18.299999237060547,41305200,MARA,-0.470001220703125,1.0799999237060547
2021-01-25,19.5,19.56999969482422,17.450000762939453,18.219999313354492,18.219999313354492,24655900,MARA,-1.2800006866455078,0.06999969482421875
2021-01-26,17.5,19.59000015258789,17.010000228881836,18.600000381469727,18.600000381469727,29926800,MARA,1.1000003814697266,2.0900001525878906
2021-01-27,17.09000015258789,18.43000030517578,16.479999542236328,17.649999618530273,17.649999618530273,17609100,MARA,0.5599994659423828,1.3400001525878906
2021-01-28,18.389999389648438,21.959999084472656,17.15999984741211,19.899999618530273,19.899999618530273,39673500,MARA,1.510000228881836,3.5699996948242188
2021-01-29,24.139999389648438,24.18000030517578,19.649999618530273,20.739999771118164,20.739999771118164,43378300,MARA,-3.3999996185302734,0.04000091552734375
2021-02-01,20.579999923706055,21.15999984741211,19.350000381469727,20.739999771118164,20.739999771118164,17122600,MARA,0.15999984741210938,0.5799999237060547
2021-02-02,21.389999389648438,23.40999984741211,20.299999237060547,22.739999771118164,22.739999771118164,23919100,MARA,1.3500003814697266,2.020000457763672
2021-02-03,23.0,24.959999084472656,22.799999237060547,23.670000076293945,23.670000076293945,26745800,MARA,0.6700000762939453,1.9599990844726562
2021-02-04,24.0,24.09000015258789,21.860000610351562,22.799999237060547,22.799999237060547,21042000,MARA,-1.2000007629394531,0.09000015258789062
2021-02-05,23.100000381469727,23.889999389648438,21.899999618530273,22.520000457763672,22.520000457763672,16620800,MARA,-0.5799999237060547,0.7899990081787109
2021-02-08,26.940000534057617,32.06999969482422,25.649999618530273,32.06999969482422,32.06999969482422,73091600,MARA,5.129999160766602,5.129999160766602
2021-02-09,35.5099983215332,39.7400016784668,33.529998779296875,37.59000015258789,37.59000015258789,57665400,MARA,2.0800018310546875,4.230003356933594
2021-02-10,34.65999984741211,36.349998474121094,30.6299991607666,34.0099983215332,34.0099983215332,30291700,MARA,-0.6500015258789062,1.6899986267089844
2021-02-11,38.29999923706055,41.0,36.0,37.27000045776367,37.27000045776367,38459700,MARA,-1.029998779296875,2.700000762939453
2021-02-12,37.88999938964844,40.9900016784668,36.310001373291016,38.459999084472656,38.459999084472656,31026300,MARA,0.5699996948242188,3.1000022888183594
2021-02-16,41.959999084472656,45.2599983215332,41.25,43.560001373291016,43.560001373291016,29144000,MARA,1.6000022888183594,3.299999237060547
2021-02-17,46.029998779296875,49.40999984741211,43.650001525878906,47.900001525878906,47.900001525878906,35069000,MARA,1.8700027465820312,3.3800010681152344
2021-02-18,44.18000030517578,47.720001220703125,40.720001220703125,40.97999954223633,40.97999954223633,24599800,MARA,-3.200000762939453,3.5400009155273438
2021-02-19,43.7599983215332,46.400001525878906,42.18000030517578,43.27000045776367,43.27000045776367,24234100,MARA,-0.48999786376953125,2.640003204345703
2021-02-22,37.04999923706055,41.4900016784668,36.599998474121094,37.11000061035156,37.11000061035156,20575300,MARA,0.060001373291015625,4.44000244140625
2021-02-23,30.989999771118164,31.709999084472656,26.059999465942383,28.559999465942383,28.559999465942383,31753900,MARA,-2.4300003051757812,0.7199993133544922
2021-02-24,32.54999923706055,36.540000915527344,31.1299991607666,33.40999984741211,33.40999984741211,26775000,MARA,0.8600006103515625,3.990001678466797
2021-02-25,36.06999969482422,37.689998626708984,29.68000030517578,30.6299991607666,30.6299991607666,23955600,MARA,-5.440000534057617,1.6199989318847656
2021-02-26,28.549999237060547,32.349998474121094,28.200000762939453,30.149999618530273,30.149999618530273,21127500,MARA,1.6000003814697266,3.799999237060547
2021-03-01,34.220001220703125,38.5,32.33000183105469,38.5,38.5,22963800,MARA,4.279998779296875,4.279998779296875
2021-03-02,40.0,40.0,34.66999816894531,34.88999938964844,34.88999938964844,17302500,MARA,-5.1100006103515625,0.0
2021-03-03,38.11000061035156,38.45000076293945,34.83000183105469,36.619998931884766,36.619998931884766,18558700,MARA,-1.4900016784667969,0.3400001525878906
2021-03-04,34.349998474121094,36.20000076293945,28.5,32.0099983215332,32.0099983215332,20974700,MARA,-2.3400001525878906,1.8500022888183594
2021-03-05,32.400001525878906,32.880001068115234,24.110000610351562,30.030000686645508,30.030000686645508,24275700,MARA,-2.3700008392333984,0.4799995422363281
2021-03-08,31.5,32.45000076293945,28.010000228881836,28.510000228881836,28.510000228881836,16352300,MARA,-2.989999771118164,0.9500007629394531
2021-03-09,32.02000045776367,37.959999084472656,31.829999923706055,36.77000045776367,36.77000045776367,27885100,MARA,4.75,5.939998626708984
2021-03-10,39.400001525878906,40.54999923706055,36.29999923706055,38.189998626708984,38.189998626708984,24032800,MARA,-1.2100028991699219,1.1499977111816406
2021-03-11,38.900001525878906,42.209999084472656,37.869998931884766,41.810001373291016,41.810001373291016,19389200,MARA,2.9099998474121094,3.30999755859375
2021-03-12,37.77000045776367,43.599998474121094,37.5,40.70000076293945,40.70000076293945,15683400,MARA,2.9300003051757812,5.829998016357422
2021-03-15,41.0099983215332,44.869998931884766,41.0,43.099998474121094,43.099998474121094,15997600,MARA,2.0900001525878906,3.8600006103515625
2021-03-16,41.59000015258789,42.189998626708984,37.08000183105469,38.36000061035156,38.36000061035156,14829500,MARA,-3.229999542236328,0.5999984741210938
2021-03-17,37.0099983215332,43.400001525878906,35.0,43.18000030517578,43.18000030517578,21192100,MARA,6.170001983642578,6.390003204345703
2021-03-18,41.900001525878906,45.90999984741211,40.709999084472656,41.560001373291016,41.560001373291016,22632700,MARA,-0.3400001525878906,4.009998321533203
2021-03-19,42.310001373291016,44.29999923706055,41.599998474121094,43.04999923706055,43.04999923706055,18246700,MARA,0.7399978637695312,1.9899978637695312
2021-03-22,42.970001220703125,43.22999954223633,39.130001068115234,39.9900016784668,39.9900016784668,16740600,MARA,-2.979999542236328,0.2599983215332031
2021-03-23,39.189998626708984,41.369998931884766,37.61000061035156,38.040000915527344,38.040000915527344,15570400,MARA,-1.1499977111816406,2.1800003051757812
2021-03-24,40.02000045776367,40.59000015258789,33.63999938964844,34.040000915527344,34.040000915527344,14714100,MARA,-5.979999542236328,0.5699996948242188
2021-03-25,29.84000015258789,34.70000076293945,29.56999969482422,34.20000076293945,34.20000076293945,17276000,MARA,4.3600006103515625,4.8600006103515625
2021-03-26,34.75,36.189998626708984,33.79999923706055,36.09000015258789,36.09000015258789,10801900,MARA,1.3400001525878906,1.4399986267089844
2021-03-29,39.02000045776367,40.439998626708984,37.619998931884766,38.130001068115234,38.130001068115234,15161100,MARA,-0.8899993896484375,1.4199981689453125
2021-03-30,39.33000183105469,44.349998474121094,38.54999923706055,44.13999938964844,44.13999938964844,23344700,MARA,4.80999755859375,5.019996643066406
2021-03-31,43.529998779296875,50.209999084472656,42.599998474121094,48.02000045776367,48.02000045776367,35148800,MARA,4.490001678466797,6.680000305175781
2021-04-01,48.880001068115234,51.7599983215332,47.310001373291016,48.849998474121094,48.849998474121094,20813200,MARA,-0.030002593994140625,2.8799972534179688
2021-04-05,48.88999938964844,57.16999816894531,47.400001525878906,56.560001373291016,56.560001373291016,29046800,MARA,7.670001983642578,8.279998779296875
2021-04-06,56.689998626708984,57.75,51.220001220703125,52.45000076293945,52.45000076293945,21419500,MARA,-4.239997863769531,1.0600013732910156
2021-04-07,49.209999084472656,51.16999816894531,45.54999923706055,46.2599983215332,46.2599983215332,21233700,MARA,-2.950000762939453,1.9599990844726562
2021-04-08,48.70000076293945,52.099998474121094,48.470001220703125,49.81999969482422,49.81999969482422,22117800,MARA,1.1199989318847656,3.3999977111816406
2021-04-09,51.0,52.11000061035156,46.849998474121094,49.0,49.0,20887500,MARA,-2.0,1.1100006103515625
2021-04-12,51.61000061035156,54.52000045776367,48.709999084472656,50.06999969482422,50.06999969482422,27398800,MARA,-1.5400009155273438,2.9099998474121094
2021-04-13,54.0,54.040000915527344,49.720001220703125,51.0,51.0,33395300,MARA,-3.0,0.04000091552734375
2021-04-14,50.959999084472656,50.97999954223633,42.2599983215332,42.970001220703125,42.970001220703125,43053800,MARA,-7.989997863769531,0.020000457763671875
2021-04-15,43.869998931884766,44.97999954223633,38.54999923706055,42.13999938964844,42.13999938964844,35506900,MARA,-1.7299995422363281,1.1100006103515625
2021-04-16,39.599998474121094,41.189998626708984,37.68000030517578,38.93000030517578,38.93000030517578,23728200,MARA,-0.6699981689453125,1.5900001525878906
2021-04-19,35.02000045776367,37.09000015258789,33.2400016784668,35.54999923706055,35.54999923706055,28403500,MARA,0.529998779296875,2.0699996948242188
2021-04-20,34.79999923706055,35.77000045776367,30.739999771118164,33.56999969482422,33.56999969482422,26874700,MARA,-1.2299995422363281,0.970001220703125
2021-04-21,31.389999389648438,35.68000030517578,31.049999237060547,34.93000030517578,34.93000030517578,22768400,MARA,3.5400009155273438,4.290000915527344
2021-04-22,34.54999923706055,35.72999954223633,30.920000076293945,31.059999465942383,31.059999465942383,22212700,MARA,-3.489999771118164,1.1800003051757812
2021-04-23,29.09000015258789,32.709999084472656,28.360000610351562,32.29999923706055,32.29999923706055,21697800,MARA,3.2099990844726562,3.6199989318847656
2021-04-26,34.91999816894531,36.31999969482422,33.2599983215332,34.13999938964844,34.13999938964844,20890200,MARA,-0.779998779296875,1.4000015258789062
2021-04-27,35.099998474121094,35.400001525878906,33.779998779296875,34.119998931884766,34.119998931884766,12994300,MARA,-0.9799995422363281,0.3000030517578125
2021-04-28,34.18000030517578,37.91999816894531,33.58000183105469,37.63999938964844,37.63999938964844,20558200,MARA,3.4599990844726562,3.7399978637695312
2021-04-29,36.099998474121094,36.63999938964844,33.79999923706055,34.2599983215332,34.2599983215332,15562100,MARA,-1.8400001525878906,0.5400009155273438
2020-12-01,94.13999938964844,94.81999969482422,93.95999908447266,94.68000030517578,94.68000030517578,1240200,SONY,0.5400009155273438,0.6800003051757812
2020-12-02,92.38999938964844,93.3499984741211,92.16000366210938,92.62000274658203,92.62000274658203,1188400,SONY,0.23000335693359375,0.9599990844726562
2020-12-03,93.80000305175781,94.30000305175781,93.58000183105469,93.83000183105469,93.83000183105469,754600,SONY,0.029998779296875,0.5
2020-12-04,93.9000015258789,94.41000366210938,93.80000305175781,94.4000015258789,94.4000015258789,570100,SONY,0.5,0.5100021362304688
2020-12-07,93.0,93.62000274658203,92.94000244140625,93.36000061035156,93.36000061035156,901400,SONY,0.3600006103515625,0.6200027465820312
2020-12-08,93.4000015258789,93.80000305175781,93.1500015258789,93.37000274658203,93.37000274658203,717900,SONY,-0.029998779296875,0.40000152587890625
2020-12-09,94.58999633789062,94.62999725341797,93.25,94.12999725341797,94.12999725341797,1988700,SONY,-0.45999908447265625,0.04000091552734375
2020-12-10,93.69999694824219,94.19000244140625,93.33000183105469,94.08999633789062,94.08999633789062,725400,SONY,0.3899993896484375,0.4900054931640625
2020-12-11,94.30999755859375,94.9800033569336,94.16000366210938,94.68000030517578,94.68000030517578,907600,SONY,0.37000274658203125,0.6700057983398438
2020-12-14,94.95999908447266,95.05000305175781,93.33999633789062,93.37000274658203,93.37000274658203,855700,SONY,-1.589996337890625,0.09000396728515625
2020-12-15,93.80000305175781,94.63999938964844,93.55000305175781,94.1500015258789,94.1500015258789,824300,SONY,0.34999847412109375,0.839996337890625
2020-12-16,94.2699966430664,95.36000061035156,94.05000305175781,95.11000061035156,95.11000061035156,856800,SONY,0.8400039672851562,1.0900039672851562
2020-12-17,97.06999969482422,97.7699966430664,96.7699966430664,97.0199966430664,97.0199966430664,1199700,SONY,-0.0500030517578125,0.6999969482421875
2020-12-18,99.0999984741211,99.3499984741211,98.13999938964844,98.70999908447266,98.70999908447266,1289600,SONY,-0.3899993896484375,0.25
2020-12-21,98.88999938964844,99.52999877929688,97.80999755859375,99.4000015258789,99.4000015258789,939000,SONY,0.5100021362304688,0.6399993896484375
2020-12-22,97.95999908447266,98.30999755859375,97.27999877929688,97.45999908447266,97.45999908447266,743000,SONY,-0.5,0.34999847412109375
2020-12-23,98.12999725341797,98.12999725341797,97.23999786376953,97.45999908447266,97.45999908447266,669600,SONY,-0.6699981689453125,0.0
2020-12-24,97.45999908447266,97.55999755859375,96.54000091552734,96.83999633789062,96.83999633789062,301800,SONY,-0.6200027465820312,0.09999847412109375
2020-12-28,98.19000244140625,98.29000091552734,97.83000183105469,97.94999694824219,97.94999694824219,963600,SONY,-0.2400054931640625,0.09999847412109375
2020-12-29,100.0,100.83000183105469,99.3499984741211,100.43000030517578,100.43000030517578,988800,SONY,0.43000030517578125,0.8300018310546875
2020-12-30,99.80000305175781,100.94999694824219,99.66000366210938,100.77999877929688,100.77999877929688,616200,SONY,0.9799957275390625,1.149993896484375
2020-12-31,100.93000030517578,101.4000015258789,100.61000061035156,101.0999984741211,101.0999984741211,670700,SONY,0.1699981689453125,0.470001220703125
2021-01-04,101.5,101.62000274658203,99.45999908447266,100.06999969482422,100.06999969482422,1064000,SONY,-1.4300003051757812,0.12000274658203125
2021-01-05,102.0199966430664,103.5199966430664,102.0,103.11000061035156,103.11000061035156,1118700,SONY,1.0900039672851562,1.5
2021-01-06,100.45999908447266,101.98999786376953,100.27999877929688,101.08000183105469,101.08000183105469,981500,SONY,0.6200027465820312,1.529998779296875
2021-01-07,101.08000183105469,102.08999633789062,100.86000061035156,102.0,102.0,760700,SONY,0.9199981689453125,1.0099945068359375
2021-01-08,103.29000091552734,104.0,102.94000244140625,103.98999786376953,103.98999786376953,1400400,SONY,0.6999969482421875,0.7099990844726562
2021-01-11,104.33000183105469,105.0,103.33000183105469,103.83999633789062,103.83999633789062,1036600,SONY,-0.4900054931640625,0.6699981689453125
2021-01-12,104.30000305175781,104.4800033569336,103.27999877929688,104.02999877929688,104.02999877929688,1192300,SONY,-0.2700042724609375,0.18000030517578125
2021-01-13,103.23999786376953,104.33999633789062,103.19999694824219,103.88999938964844,103.88999938964844,794400,SONY,0.6500015258789062,1.0999984741210938
2021-01-14,103.6500015258789,103.9800033569336,103.23999786376953,103.41999816894531,103.41999816894531,831100,SONY,-0.23000335693359375,0.3300018310546875
2021-01-15,101.79000091552734,102.69999694824219,101.52999877929688,102.05000305175781,102.05000305175781,1027600,SONY,0.26000213623046875,0.9099960327148438
2021-01-19,102.02999877929688,102.44000244140625,101.69999694824219,102.2300033569336,102.2300033569336,701000,SONY,0.20000457763671875,0.410003662109375
2021-01-20,102.43000030517578,103.5999984741211,102.43000030517578,102.88999938964844,102.88999938964844,874000,SONY,0.45999908447265625,1.1699981689453125
2021-01-21,102.91000366210938,103.19999694824219,101.9000015258789,102.55000305175781,102.55000305175781,649200,SONY,-0.3600006103515625,0.2899932861328125
2021-01-22,101.62000274658203,101.93000030517578,101.02999877929688,101.11000061035156,101.11000061035156,759600,SONY,-0.5100021362304688,0.30999755859375
2021-01-25,99.69999694824219,99.94000244140625,97.81999969482422,99.27999877929688,99.27999877929688,1457800,SONY,-0.4199981689453125,0.2400054931640625
2021-01-26,99.8499984741211,100.18000030517578,99.38999938964844,99.70999908447266,99.70999908447266,775000,SONY,-0.1399993896484375,0.3300018310546875
2021-01-27,97.77999877929688,98.87999725341797,96.88999938964844,97.0,97.0,1115200,SONY,-0.779998779296875,1.0999984741210938
2021-01-28,96.37999725341797,98.41999816894531,96.19999694824219,97.6500015258789,97.6500015258789,1439700,SONY,1.2700042724609375,2.0400009155273438
2021-01-29,97.0,97.08999633789062,95.08999633789062,95.70999908447266,95.70999908447266,859200,SONY,-1.2900009155273438,0.089996337890625
2021-02-01,97.61000061035156,98.63999938964844,96.94000244140625,98.52999877929688,98.52999877929688,1499500,SONY,0.9199981689453125,1.029998779296875
2021-02-02,99.5,99.83000183105469,99.16999816894531,99.23999786376953,99.23999786376953,1267700,SONY,-0.26000213623046875,0.3300018310546875
2021-02-03,108.30000305175781,112.29000091552734,106.95999908447266,111.30999755859375,111.30999755859375,3026200,SONY,3.0099945068359375,3.9899978637695312
2021-02-04,110.9800033569336,111.1500015258789,109.01000213623047,110.87999725341797,110.87999725341797,1382400,SONY,-0.100006103515625,0.1699981689453125
2021-02-05,118.02999877929688,118.5,115.23999786376953,116.70999908447266,116.70999908447266,2026500,SONY,-1.3199996948242188,0.470001220703125
2021-02-08,114.36000061035156,115.63999938964844,114.36000061035156,115.62000274658203,115.62000274658203,1067800,SONY,1.2600021362304688,1.279998779296875
2021-02-09,112.56999969482422,113.43000030517578,111.98999786376953,112.63999938964844,112.63999938964844,1014300,SONY,0.06999969482421875,0.8600006103515625
2021-02-10,114.5,114.5,112.27999877929688,113.30999755859375,113.30999755859375,606400,SONY,-1.19000244140625,0.0
2021-02-11,114.0199966430664,114.73999786376953,113.44000244140625,113.97000122070312,113.97000122070312,470300,SONY,-0.04999542236328125,0.720001220703125
2021-02-12,112.80999755859375,113.62000274658203,112.79000091552734,113.52999877929688,113.52999877929688,557700,SONY,0.720001220703125,0.8100051879882812
2021-02-16,115.8499984741211,115.9000015258789,114.41999816894531,114.97000122070312,114.97000122070312,849400,SONY,-0.8799972534179688,0.0500030517578125
2021-02-17,115.30999755859375,115.30999755859375,113.86000061035156,114.91999816894531,114.91999816894531,592200,SONY,-0.3899993896484375,0.0
2021-02-18,113.25,113.87000274658203,112.43000030517578,113.5199966430664,113.5199966430664,567200,SONY,0.26999664306640625,0.6200027465820312
2021-02-19,114.01000213623047,117.80999755859375,113.91000366210938,115.54000091552734,115.54000091552734,1988600,SONY,1.529998779296875,3.7999954223632812
2021-02-22,113.52999877929688,114.91000366210938,113.02999877929688,113.27999877929688,113.27999877929688,1096400,SONY,-0.25,1.3800048828125
2021-02-23,110.97000122070312,112.86000061035156,109.54000091552734,112.43000030517578,112.43000030517578,1067300,SONY,1.4599990844726562,1.8899993896484375
2021-02-24,108.31999969482422,109.97000122070312,108.11000061035156,109.5999984741211,109.5999984741211,1474800,SONY,1.279998779296875,1.6500015258789062
2021-02-25,108.7300033569336,109.08999633789062,106.8499984741211,107.08000183105469,107.08000183105469,1338000,SONY,-1.6500015258789062,0.35999298095703125
2021-02-26,106.93000030517578,106.98999786376953,105.37000274658203,105.80999755859375,105.80999755859375,1002900,SONY,-1.1200027465820312,0.05999755859375
2021-03-01,107.33000183105469,108.55999755859375,106.8499984741211,108.08000183105469,108.08000183105469,935600,SONY,0.75,1.2299957275390625
2021-03-02,107.18000030517578,107.26000213623047,105.75,105.7699966430664,105.7699966430664,1082500,SONY,-1.410003662109375,0.0800018310546875
2021-03-03,106.41000366210938,106.56999969482422,104.5,104.5199966430664,104.5199966430664,1052700,SONY,-1.8900070190429688,0.15999603271484375
2021-03-04,103.30999755859375,104.0199966430664,100.7300033569336,101.83999633789062,101.83999633789062,1642500,SONY,-1.470001220703125,0.7099990844726562
2021-03-05,103.61000061035156,104.25,101.27999877929688,104.13999938964844,104.13999938964844,1053900,SONY,0.529998779296875,0.6399993896484375
2021-03-08,102.33999633789062,103.0,100.19999694824219,100.25,100.25,1242600,SONY,-2.089996337890625,0.660003662109375
2021-03-09,100.25,101.98999786376953,100.08999633789062,101.5199966430664,101.5199966430664,1288500,SONY,1.2699966430664062,1.7399978637695312
2021-03-10,102.47000122070312,102.69000244140625,100.51000213623047,100.98999786376953,100.98999786376953,1073400,SONY,-1.4800033569335938,0.220001220703125
2021-03-11,102.27999877929688,103.6500015258789,101.7699966430664,103.19999694824219,103.19999694824219,915500,SONY,0.9199981689453125,1.3700027465820312
2021-03-12,103.16999816894531,104.58999633789062,102.51000213623047,104.55999755859375,104.55999755859375,870100,SONY,1.3899993896484375,1.4199981689453125
2021-03-15,104.87999725341797,105.44000244140625,104.16999816894531,105.38999938964844,105.38999938964844,875500,SONY,0.5100021362304688,0.5600051879882812
2021-03-16,106.23999786376953,107.25,106.1500015258789,106.55999755859375,106.55999755859375,823900,SONY,0.31999969482421875,1.0100021362304688
2021-03-17,105.7699966430664,106.30000305175781,104.7699966430664,105.93000030517578,105.93000030517578,719100,SONY,0.160003662109375,0.5300064086914062
2021-03-18,105.94000244140625,106.12999725341797,104.94000244140625,105.33999633789062,105.33999633789062,860600,SONY,-0.600006103515625,0.18999481201171875
2021-03-19,105.80999755859375,105.80999755859375,104.51000213623047,105.26000213623047,105.26000213623047,622700,SONY,-0.5499954223632812,0.0
2021-03-22,106.0,107.41999816894531,105.51000213623047,106.88999938964844,106.88999938964844,2082100,SONY,0.8899993896484375,1.4199981689453125
2021-03-23,106.33000183105469,106.93000030517578,105.01000213623047,105.11000061035156,105.11000061035156,761200,SONY,-1.220001220703125,0.5999984741210938
2021-03-24,104.80999755859375,104.80999755859375,102.30999755859375,102.3499984741211,102.3499984741211,1270700,SONY,-2.4599990844726562,0.0
2021-03-25,102.36000061035156,102.94000244140625,101.45999908447266,102.6500015258789,102.6500015258789,971200,SONY,0.29000091552734375,0.5800018310546875
2021-03-26,104.16000366210938,105.5,104.0999984741211,105.41999816894531,105.41999816894531,823900,SONY,1.2599945068359375,1.339996337890625
2021-03-29,105.9000015258789,107.04000091552734,105.04000091552734,106.5999984741211,106.5999984741211,817100,SONY,0.6999969482421875,1.1399993896484375
2021-03-30,104.33000183105469,104.9000015258789,103.72000122070312,104.51000213623047,104.51000213623047,695100,SONY,0.18000030517578125,0.5699996948242188
2021-03-31,105.55999755859375,106.80000305175781,105.26000213623047,106.01000213623047,106.01000213623047,597500,SONY,0.45000457763671875,1.2400054931640625
2021-04-01,106.55999755859375,107.12000274658203,105.51000213623047,106.86000061035156,106.86000061035156,450100,SONY,0.3000030517578125,0.5600051879882812
2021-04-05,110.80000305175781,111.83999633789062,109.81999969482422,111.38999938964844,111.38999938964844,832400,SONY,0.589996337890625,1.0399932861328125
2021-04-06,110.12000274658203,110.27999877929688,109.33000183105469,109.9000015258789,109.9000015258789,439100,SONY,-0.220001220703125,0.15999603271484375
2021-04-07,110.55000305175781,111.33999633789062,109.63999938964844,110.86000061035156,110.86000061035156,489300,SONY,0.30999755859375,0.7899932861328125
2021-04-08,109.30000305175781,109.95999908447266,109.0,109.81999969482422,109.81999969482422,562500,SONY,0.5199966430664062,0.6599960327148438
2021-04-09,111.51000213623047,112.05999755859375,110.51000213623047,111.79000091552734,111.79000091552734,823200,SONY,0.279998779296875,0.5499954223632812
2021-04-12,111.48999786376953,112.30000305175781,111.12999725341797,111.38999938964844,111.38999938964844,444700,SONY,-0.09999847412109375,0.8100051879882812
2021-04-13,111.9800033569336,112.36000061035156,111.47000122070312,111.87999725341797,111.87999725341797,534800,SONY,-0.100006103515625,0.37999725341796875
2021-04-14,112.48999786376953,112.80999755859375,111.70999908447266,111.77999877929688,111.77999877929688,410800,SONY,-0.7099990844726562,0.31999969482421875
2021-04-15,112.75,113.5,112.12000274658203,112.7699966430664,112.7699966430664,508200,SONY,0.01999664306640625,0.75
